loading raw_datasets successfully

Processing train split with 836 samples:
Finished processing train split.

Processing test split with 29 samples:
Finished processing test split.

Processing validation split with 148 samples:
Finished processing validation split.
{'loss': 3.9304, 'grad_norm': 75.85023498535156, 'learning_rate': 4.999955240022902e-05, 'epoch': 0.1}
{'loss': 0.465, 'grad_norm': 19.28835678100586, 'learning_rate': 2.4326882928858434e-05, 'epoch': 25.43}
{'loss': 0.3822, 'grad_norm': 17.429075241088867, 'learning_rate': 2.417735045776453e-05, 'epoch': 25.52}
{'loss': 0.4121, 'grad_norm': 17.25027847290039, 'learning_rate': 2.402784744409038e-05, 'epoch': 25.62}
{'loss': 0.4137, 'grad_norm': 182.3280487060547, 'learning_rate': 2.3878379241237136e-05, 'epoch': 25.71}
{'loss': 0.4002, 'grad_norm': 15.757707595825195, 'learning_rate': 2.372895120135946e-05, 'epoch': 25.81}
{'loss': 0.4194, 'grad_norm': 14.717227935791016, 'learning_rate': 2.3579568675173895e-05, 'epoch': 25.9}
{'loss': 0.3926, 'grad_norm': 21.268953323364258, 'learning_rate': 2.3430237011767167e-05, 'epoch': 26.0}
{'eval_loss': 0.7382919192314148, 'eval_map': 0.5986, 'eval_map_50': 0.7943, 'eval_map_75': 0.7111, 'eval_map_small': 0.6752, 'eval_map_medium': 0.454, 'eval_map_large': 0.6227, 'eval_mar_1': 0.4662, 'eval_mar_10': 0.7607, 'eval_mar_100': 0.7831, 'eval_mar_small': 0.7, 'eval_mar_medium': 0.6177, 'eval_mar_large': 0.8015, 'eval_map_Coverall': 0.7096, 'eval_mar_100_Coverall': 0.8181, 'eval_map_Face_Shield': 0.5403, 'eval_mar_100_Face_Shield': 0.7364, 'eval_map_Gloves': 0.6448, 'eval_mar_100_Gloves': 0.8081, 'eval_map_Goggles': 0.4126, 'eval_mar_100_Goggles': 0.7639, 'eval_map_Mask': 0.6857, 'eval_mar_100_Mask': 0.789, 'eval_runtime': 7.142, 'eval_samples_per_second': 20.723, 'eval_steps_per_second': 2.66, 'epoch': 26.0}
{'loss': 0.3902, 'grad_norm': 11.610885620117188, 'learning_rate': 2.3280961558404773e-05, 'epoch': 26.1}
{'loss': 0.4323, 'grad_norm': 44.08838653564453, 'learning_rate': 2.3131747660339394e-05, 'epoch': 26.19}
{'loss': 0.3629, 'grad_norm': 15.677411079406738, 'learning_rate': 2.2982600660619572e-05, 'epoch': 26.29}
{'loss': 0.4301, 'grad_norm': 16.864765167236328, 'learning_rate': 2.2833525899898326e-05, 'epoch': 26.38}
{'loss': 0.4034, 'grad_norm': 9.095200538635254, 'learning_rate': 2.268452871624197e-05, 'epoch': 26.48}
{'loss': 0.3698, 'grad_norm': 19.079330444335938, 'learning_rate': 2.2535614444938912e-05, 'epoch': 26.57}
{'loss': 0.3955, 'grad_norm': 20.482860565185547, 'learning_rate': 2.238678841830867e-05, 'epoch': 26.67}
{'loss': 0.4131, 'grad_norm': 15.989410400390625, 'learning_rate': 2.223805596551085e-05, 'epoch': 26.76}
{'loss': 0.3948, 'grad_norm': 17.92751693725586, 'learning_rate': 2.2089422412354432e-05, 'epoch': 26.86}
{'loss': 0.4262, 'grad_norm': 13.793728828430176, 'learning_rate': 2.1940893081106945e-05, 'epoch': 26.95}
{'eval_loss': 0.7372574806213379, 'eval_map': 0.595, 'eval_map_50': 0.8065, 'eval_map_75': 0.701, 'eval_map_small': 0.6631, 'eval_map_medium': 0.4441, 'eval_map_large': 0.6199, 'eval_mar_1': 0.4557, 'eval_mar_10': 0.7612, 'eval_mar_100': 0.7849, 'eval_mar_small': 0.725, 'eval_mar_medium': 0.6145, 'eval_mar_large': 0.8032, 'eval_map_Coverall': 0.7312, 'eval_mar_100_Coverall': 0.8363, 'eval_map_Face_Shield': 0.5054, 'eval_mar_100_Face_Shield': 0.7026, 'eval_map_Gloves': 0.6338, 'eval_mar_100_Gloves': 0.7855, 'eval_map_Goggles': 0.4266, 'eval_mar_100_Goggles': 0.8, 'eval_map_Mask': 0.6778, 'eval_mar_100_Mask': 0.8, 'eval_runtime': 7.363, 'eval_samples_per_second': 20.101, 'eval_steps_per_second': 2.58, 'epoch': 27.0}
{'loss': 0.3741, 'grad_norm': 16.888208389282227, 'learning_rate': 2.1792473290303946e-05, 'epoch': 27.05}
{'loss': 0.4077, 'grad_norm': 13.423078536987305, 'learning_rate': 2.164416835455862e-05, 'epoch': 27.14}
{'loss': 0.4024, 'grad_norm': 17.50333595275879, 'learning_rate': 2.1495983584371353e-05, 'epoch': 27.24}
{'loss': 0.4286, 'grad_norm': 10.876220703125, 'learning_rate': 2.1347924285939714e-05, 'epoch': 27.33}
{'loss': 0.3683, 'grad_norm': 21.63216781616211, 'learning_rate': 2.119999576096832e-05, 'epoch': 27.43}
{'loss': 0.3764, 'grad_norm': 10.983490943908691, 'learning_rate': 2.1052203306479105e-05, 'epoch': 27.52}
{'loss': 0.364, 'grad_norm': 37.36037063598633, 'learning_rate': 2.090455221462156e-05, 'epoch': 27.62}
{'loss': 0.3819, 'grad_norm': 10.259403228759766, 'learning_rate': 2.075704777248328e-05, 'epoch': 27.71}
{'loss': 0.4107, 'grad_norm': 11.28524398803711, 'learning_rate': 2.0609695261900622e-05, 'epoch': 27.81}
{'loss': 0.3817, 'grad_norm': 61.732460021972656, 'learning_rate': 2.0462499959269593e-05, 'epoch': 27.9}
{'loss': 0.3586, 'grad_norm': 17.33891487121582, 'learning_rate': 2.031546713535688e-05, 'epoch': 28.0}
{'eval_loss': 0.734617292881012, 'eval_map': 0.603, 'eval_map_50': 0.8044, 'eval_map_75': 0.7064, 'eval_map_small': 0.7626, 'eval_map_medium': 0.4246, 'eval_map_large': 0.6296, 'eval_mar_1': 0.465, 'eval_mar_10': 0.7599, 'eval_mar_100': 0.7775, 'eval_mar_small': 0.775, 'eval_mar_medium': 0.5855, 'eval_mar_large': 0.7975, 'eval_map_Coverall': 0.7282, 'eval_mar_100_Coverall': 0.8395, 'eval_map_Face_Shield': 0.5179, 'eval_mar_100_Face_Shield': 0.7026, 'eval_map_Gloves': 0.6433, 'eval_mar_100_Gloves': 0.7973, 'eval_map_Goggles': 0.4343, 'eval_mar_100_Goggles': 0.7492, 'eval_map_Mask': 0.6915, 'eval_mar_100_Mask': 0.7991, 'eval_runtime': 7.2503, 'eval_samples_per_second': 20.413, 'eval_steps_per_second': 2.621, 'epoch': 28.0}
{'loss': 0.3731, 'grad_norm': 10.748429298400879, 'learning_rate': 2.0168602055111173e-05, 'epoch': 28.1}
{'loss': 0.3898, 'grad_norm': 10.968674659729004, 'learning_rate': 2.002190997747455e-05, 'epoch': 28.19}
{'loss': 0.3697, 'grad_norm': 37.155723571777344, 'learning_rate': 1.9875396155194242e-05, 'epoch': 28.29}
{'loss': 0.4109, 'grad_norm': 11.518943786621094, 'learning_rate': 1.972906583463453e-05, 'epoch': 28.38}
{'loss': 0.3891, 'grad_norm': 15.745603561401367, 'learning_rate': 1.9582924255588828e-05, 'epoch': 28.48}
{'loss': 0.3638, 'grad_norm': 17.84299659729004, 'learning_rate': 1.9436976651092144e-05, 'epoch': 28.57}
{'loss': 0.3769, 'grad_norm': 12.916707038879395, 'learning_rate': 1.9291228247233605e-05, 'epoch': 28.67}
{'loss': 0.3961, 'grad_norm': 20.490663528442383, 'learning_rate': 1.9145684262969403e-05, 'epoch': 28.76}
{'loss': 0.3946, 'grad_norm': 8.578351020812988, 'learning_rate': 1.9000349909935853e-05, 'epoch': 28.86}
{'loss': 0.372, 'grad_norm': 49.21281814575195, 'learning_rate': 1.885523039226281e-05, 'epoch': 28.95}
{'eval_loss': 0.7314168810844421, 'eval_map': 0.6093, 'eval_map_50': 0.8127, 'eval_map_75': 0.7202, 'eval_map_small': 0.7252, 'eval_map_medium': 0.418, 'eval_map_large': 0.6357, 'eval_mar_1': 0.4654, 'eval_mar_10': 0.7533, 'eval_mar_100': 0.7777, 'eval_mar_small': 0.725, 'eval_mar_medium': 0.6152, 'eval_mar_large': 0.7959, 'eval_map_Coverall': 0.7223, 'eval_mar_100_Coverall': 0.8363, 'eval_map_Face_Shield': 0.5282, 'eval_mar_100_Face_Shield': 0.7, 'eval_map_Gloves': 0.6478, 'eval_mar_100_Gloves': 0.7968, 'eval_map_Goggles': 0.4594, 'eval_mar_100_Goggles': 0.7443, 'eval_map_Mask': 0.6887, 'eval_mar_100_Mask': 0.811, 'eval_runtime': 7.4718, 'eval_samples_per_second': 19.808, 'eval_steps_per_second': 2.543, 'epoch': 29.0}
{'loss': 0.3446, 'grad_norm': 15.593061447143555, 'learning_rate': 1.871033090638729e-05, 'epoch': 29.05}
{'loss': 0.3825, 'grad_norm': 17.781116485595703, 'learning_rate': 1.8565656640867446e-05, 'epoch': 29.14}
{'loss': 0.3711, 'grad_norm': 14.166274070739746, 'learning_rate': 1.8421212776196712e-05, 'epoch': 29.24}
{'loss': 0.4054, 'grad_norm': 13.008403778076172, 'learning_rate': 1.827700448461836e-05, 'epoch': 29.33}
{'loss': 0.4003, 'grad_norm': 14.385024070739746, 'learning_rate': 1.813303692994025e-05, 'epoch': 29.43}
{'loss': 0.4101, 'grad_norm': 22.415237426757812, 'learning_rate': 1.7989315267349936e-05, 'epoch': 29.52}
{'loss': 0.3585, 'grad_norm': 10.397090911865234, 'learning_rate': 1.7845844643230086e-05, 'epoch': 29.62}
{'loss': 0.3524, 'grad_norm': 14.623211860656738, 'learning_rate': 1.7702630194974168e-05, 'epoch': 29.71}
{'loss': 0.3617, 'grad_norm': 12.883268356323242, 'learning_rate': 1.7559677050802544e-05, 'epoch': 29.81}
{'loss': 0.3532, 'grad_norm': 30.373281478881836, 'learning_rate': 1.7416990329578753e-05, 'epoch': 29.9}
{'loss': 0.3029, 'grad_norm': 19.10663604736328, 'learning_rate': 1.7274575140626318e-05, 'epoch': 30.0}
{'eval_loss': 0.7209972739219666, 'eval_map': 0.6182, 'eval_map_50': 0.8311, 'eval_map_75': 0.7408, 'eval_map_small': 0.7752, 'eval_map_medium': 0.4418, 'eval_map_large': 0.647, 'eval_mar_1': 0.4696, 'eval_mar_10': 0.7639, 'eval_mar_100': 0.7869, 'eval_mar_small': 0.775, 'eval_mar_medium': 0.6111, 'eval_mar_large': 0.806, 'eval_map_Coverall': 0.7254, 'eval_mar_100_Coverall': 0.8363, 'eval_map_Face_Shield': 0.552, 'eval_mar_100_Face_Shield': 0.7377, 'eval_map_Gloves': 0.654, 'eval_mar_100_Gloves': 0.7986, 'eval_map_Goggles': 0.4715, 'eval_mar_100_Goggles': 0.7607, 'eval_map_Mask': 0.6881, 'eval_mar_100_Mask': 0.8014, 'eval_runtime': 7.0528, 'eval_samples_per_second': 20.985, 'eval_steps_per_second': 2.694, 'epoch': 30.0}
{'loss': 0.3539, 'grad_norm': 12.345418930053711, 'learning_rate': 1.71324365835457e-05, 'epoch': 30.1}
{'loss': 0.3209, 'grad_norm': 15.215940475463867, 'learning_rate': 1.699057974803176e-05, 'epoch': 30.19}
{'loss': 0.3499, 'grad_norm': 24.23641014099121, 'learning_rate': 1.6849009713691454e-05, 'epoch': 30.29}
{'loss': 0.3623, 'grad_norm': 8.217782020568848, 'learning_rate': 1.670773154986199e-05, 'epoch': 30.38}
{'loss': 0.3439, 'grad_norm': 11.954673767089844, 'learning_rate': 1.6566750315429254e-05, 'epoch': 30.48}
{'loss': 0.3509, 'grad_norm': 11.868902206420898, 'learning_rate': 1.6426071058646717e-05, 'epoch': 30.57}
{'loss': 0.3403, 'grad_norm': 13.578713417053223, 'learning_rate': 1.6285698816954624e-05, 'epoch': 30.67}
{'loss': 0.3457, 'grad_norm': 21.172435760498047, 'learning_rate': 1.6145638616799635e-05, 'epoch': 30.76}
{'loss': 0.3758, 'grad_norm': 12.73010540008545, 'learning_rate': 1.6005895473454834e-05, 'epoch': 30.86}
{'loss': 0.3702, 'grad_norm': 11.032425880432129, 'learning_rate': 1.5866474390840125e-05, 'epoch': 30.95}
{'eval_loss': 0.756883442401886, 'eval_map': 0.6152, 'eval_map_50': 0.8162, 'eval_map_75': 0.737, 'eval_map_small': 0.701, 'eval_map_medium': 0.4323, 'eval_map_large': 0.6428, 'eval_mar_1': 0.4684, 'eval_mar_10': 0.7576, 'eval_mar_100': 0.7825, 'eval_mar_small': 0.7, 'eval_mar_medium': 0.6047, 'eval_mar_large': 0.8018, 'eval_map_Coverall': 0.7269, 'eval_mar_100_Coverall': 0.8372, 'eval_map_Face_Shield': 0.5501, 'eval_mar_100_Face_Shield': 0.7195, 'eval_map_Gloves': 0.6443, 'eval_mar_100_Gloves': 0.7923, 'eval_map_Goggles': 0.458, 'eval_mar_100_Goggles': 0.759, 'eval_map_Mask': 0.6969, 'eval_mar_100_Mask': 0.8046, 'eval_runtime': 7.3422, 'eval_samples_per_second': 20.157, 'eval_steps_per_second': 2.588, 'epoch': 31.0}
{'loss': 0.4013, 'grad_norm': 19.468029022216797, 'learning_rate': 1.5727380361343103e-05, 'epoch': 31.05}
{'loss': 0.347, 'grad_norm': 12.89808177947998, 'learning_rate': 1.55886183656402e-05, 'epoch': 31.14}
{'loss': 0.4195, 'grad_norm': 9.489662170410156, 'learning_rate': 1.545019337251844e-05, 'epoch': 31.24}
{'loss': 0.3601, 'grad_norm': 8.313735008239746, 'learning_rate': 1.5312110338697426e-05, 'epoch': 31.33}
{'loss': 0.3574, 'grad_norm': 15.077808380126953, 'learning_rate': 1.5174374208651912e-05, 'epoch': 31.43}
{'loss': 0.3719, 'grad_norm': 11.506867408752441, 'learning_rate': 1.503698991443471e-05, 'epoch': 31.52}
{'loss': 0.3397, 'grad_norm': 19.666614532470703, 'learning_rate': 1.4899962375500121e-05, 'epoch': 31.62}
{'loss': 0.3156, 'grad_norm': 11.42166519165039, 'learning_rate': 1.4763296498527743e-05, 'epoch': 31.71}
{'loss': 0.3351, 'grad_norm': 10.6421480178833, 'learning_rate': 1.4626997177246787e-05, 'epoch': 31.81}
{'loss': 0.3294, 'grad_norm': 8.964022636413574, 'learning_rate': 1.4491069292260868e-05, 'epoch': 31.9}
{'loss': 0.3375, 'grad_norm': 18.398193359375, 'learning_rate': 1.4355517710873184e-05, 'epoch': 32.0}
{'eval_loss': 0.7664674520492554, 'eval_map': 0.6245, 'eval_map_50': 0.8218, 'eval_map_75': 0.7323, 'eval_map_small': 0.7762, 'eval_map_medium': 0.4466, 'eval_map_large': 0.6525, 'eval_mar_1': 0.4719, 'eval_mar_10': 0.7653, 'eval_mar_100': 0.7906, 'eval_mar_small': 0.775, 'eval_mar_medium': 0.597, 'eval_mar_large': 0.8107, 'eval_map_Coverall': 0.7365, 'eval_mar_100_Coverall': 0.84, 'eval_map_Face_Shield': 0.5605, 'eval_mar_100_Face_Shield': 0.7286, 'eval_map_Gloves': 0.6423, 'eval_mar_100_Gloves': 0.7882, 'eval_map_Goggles': 0.4805, 'eval_mar_100_Goggles': 0.7852, 'eval_map_Mask': 0.7028, 'eval_mar_100_Mask': 0.811, 'eval_runtime': 6.9381, 'eval_samples_per_second': 21.332, 'eval_steps_per_second': 2.739, 'epoch': 32.0}
{'loss': 0.3827, 'grad_norm': 13.206765174865723, 'learning_rate': 1.4220347286912294e-05, 'epoch': 32.1}
{'loss': 0.3274, 'grad_norm': 8.462422370910645, 'learning_rate': 1.4085562860558255e-05, 'epoch': 32.19}
{'loss': 0.348, 'grad_norm': 9.06851577758789, 'learning_rate': 1.3951169258169338e-05, 'epoch': 32.29}
{'loss': 0.3476, 'grad_norm': 13.064456939697266, 'learning_rate': 1.3817171292109183e-05, 'epoch': 32.38}
{'loss': 0.3298, 'grad_norm': 18.65606689453125, 'learning_rate': 1.3683573760574526e-05, 'epoch': 32.48}
{'loss': 0.3375, 'grad_norm': 13.719922065734863, 'learning_rate': 1.3550381447423316e-05, 'epoch': 32.57}
{'loss': 0.3155, 'grad_norm': 21.422035217285156, 'learning_rate': 1.3417599122003464e-05, 'epoch': 32.67}
{'loss': 0.3619, 'grad_norm': 24.555103302001953, 'learning_rate': 1.3285231538982034e-05, 'epoch': 32.76}
{'loss': 0.3499, 'grad_norm': 11.81805419921875, 'learning_rate': 1.3153283438175034e-05, 'epoch': 32.86}
{'loss': 0.3225, 'grad_norm': 13.620964050292969, 'learning_rate': 1.3021759544377632e-05, 'epoch': 32.95}
{'eval_loss': 0.7853831648826599, 'eval_map': 0.618, 'eval_map_50': 0.8209, 'eval_map_75': 0.7232, 'eval_map_small': 0.7005, 'eval_map_medium': 0.4255, 'eval_map_large': 0.6432, 'eval_mar_1': 0.4712, 'eval_mar_10': 0.7544, 'eval_mar_100': 0.7761, 'eval_mar_small': 0.7, 'eval_mar_medium': 0.5862, 'eval_mar_large': 0.7957, 'eval_map_Coverall': 0.7314, 'eval_mar_100_Coverall': 0.8395, 'eval_map_Face_Shield': 0.5454, 'eval_mar_100_Face_Shield': 0.7221, 'eval_map_Gloves': 0.6438, 'eval_mar_100_Gloves': 0.7792, 'eval_map_Goggles': 0.486, 'eval_mar_100_Goggles': 0.7541, 'eval_map_Mask': 0.6834, 'eval_mar_100_Mask': 0.7854, 'eval_runtime': 7.1855, 'eval_samples_per_second': 20.597, 'eval_steps_per_second': 2.644, 'epoch': 33.0}
{'loss': 0.373, 'grad_norm': 11.862592697143555, 'learning_rate': 1.2890664567194998e-05, 'epoch': 33.05}
{'loss': 0.3355, 'grad_norm': 18.65446662902832, 'learning_rate': 1.2760003200873699e-05, 'epoch': 33.14}
{'loss': 0.3067, 'grad_norm': 13.383866310119629, 'learning_rate': 1.2629780124133511e-05, 'epoch': 33.24}
{'loss': 0.3361, 'grad_norm': 11.606705665588379, 'learning_rate': 1.2500000000000006e-05, 'epoch': 33.33}
{'loss': 0.3581, 'grad_norm': 8.270259857177734, 'learning_rate': 1.2370667475637473e-05, 'epoch': 33.43}
{'loss': 0.3394, 'grad_norm': 9.22701358795166, 'learning_rate': 1.2241787182182595e-05, 'epoch': 33.52}
{'loss': 0.3084, 'grad_norm': 18.278120040893555, 'learning_rate': 1.2113363734578548e-05, 'epoch': 33.62}
{'loss': 0.3333, 'grad_norm': 10.755054473876953, 'learning_rate': 1.1985401731409792e-05, 'epoch': 33.71}
{'loss': 0.321, 'grad_norm': 20.362985610961914, 'learning_rate': 1.185790575473738e-05, 'epoch': 33.81}
{'loss': 0.3052, 'grad_norm': 13.661646842956543, 'learning_rate': 1.1730880369934933e-05, 'epoch': 33.9}
{'loss': 0.3126, 'grad_norm': 11.344910621643066, 'learning_rate': 1.1604330125525079e-05, 'epoch': 34.0}
{'eval_loss': 0.7481008172035217, 'eval_map': 0.6156, 'eval_map_50': 0.8126, 'eval_map_75': 0.732, 'eval_map_small': 0.7757, 'eval_map_medium': 0.4378, 'eval_map_large': 0.6412, 'eval_mar_1': 0.4697, 'eval_mar_10': 0.7618, 'eval_mar_100': 0.7867, 'eval_mar_small': 0.775, 'eval_mar_medium': 0.5985, 'eval_mar_large': 0.8063, 'eval_map_Coverall': 0.7377, 'eval_mar_100_Coverall': 0.8409, 'eval_map_Face_Shield': 0.5477, 'eval_mar_100_Face_Shield': 0.7299, 'eval_map_Gloves': 0.6453, 'eval_mar_100_Gloves': 0.7941, 'eval_map_Goggles': 0.4557, 'eval_mar_100_Goggles': 0.7607, 'eval_map_Mask': 0.6917, 'eval_mar_100_Mask': 0.8078, 'eval_runtime': 7.3114, 'eval_samples_per_second': 20.242, 'eval_steps_per_second': 2.599, 'epoch': 34.0}
{'loss': 0.2755, 'grad_norm': 15.131111145019531, 'learning_rate': 1.1478259553016682e-05, 'epoch': 34.1}
{'loss': 0.3331, 'grad_norm': 16.465469360351562, 'learning_rate': 1.135267316674246e-05, 'epoch': 34.19}
{'loss': 0.3319, 'grad_norm': 13.25661563873291, 'learning_rate': 1.122757546369744e-05, 'epoch': 34.29}
{'loss': 0.3462, 'grad_norm': 9.20138168334961, 'learning_rate': 1.1102970923377892e-05, 'epoch': 34.38}
{'loss': 0.3259, 'grad_norm': 17.56113624572754, 'learning_rate': 1.0978864007620895e-05, 'epoch': 34.48}
{'loss': 0.3403, 'grad_norm': 13.278276443481445, 'learning_rate': 1.0855259160444639e-05, 'epoch': 34.57}
{'loss': 0.3461, 'grad_norm': 14.489398956298828, 'learning_rate': 1.0732160807889211e-05, 'epoch': 34.67}
{'loss': 0.3019, 'grad_norm': 13.689032554626465, 'learning_rate': 1.0609573357858166e-05, 'epoch': 34.76}
{'loss': 0.2954, 'grad_norm': 9.188499450683594, 'learning_rate': 1.0487501199960662e-05, 'epoch': 34.86}
{'loss': 0.3729, 'grad_norm': 11.791006088256836, 'learning_rate': 1.0365948705354308e-05, 'epoch': 34.95}
{'eval_loss': 0.7740666270256042, 'eval_map': 0.6129, 'eval_map_50': 0.8093, 'eval_map_75': 0.7256, 'eval_map_small': 0.7757, 'eval_map_medium': 0.4335, 'eval_map_large': 0.638, 'eval_mar_1': 0.4685, 'eval_mar_10': 0.7544, 'eval_mar_100': 0.7787, 'eval_mar_small': 0.775, 'eval_mar_medium': 0.5861, 'eval_mar_large': 0.7988, 'eval_map_Coverall': 0.7404, 'eval_mar_100_Coverall': 0.8423, 'eval_map_Face_Shield': 0.5506, 'eval_mar_100_Face_Shield': 0.7221, 'eval_map_Gloves': 0.6401, 'eval_mar_100_Gloves': 0.7778, 'eval_map_Goggles': 0.4415, 'eval_mar_100_Goggles': 0.7492, 'eval_map_Mask': 0.6921, 'eval_mar_100_Mask': 0.8023, 'eval_runtime': 7.0283, 'eval_samples_per_second': 21.058, 'eval_steps_per_second': 2.703, 'epoch': 35.0}
{'loss': 0.3491, 'grad_norm': 12.22019100189209, 'learning_rate': 1.0244920226588597e-05, 'epoch': 35.05}
{'loss': 0.3013, 'grad_norm': 16.172321319580078, 'learning_rate': 1.0124420097449078e-05, 'epoch': 35.14}
{'loss': 0.3174, 'grad_norm': 21.614864349365234, 'learning_rate': 1.0004452632802158e-05, 'epoch': 35.24}
{'loss': 0.3744, 'grad_norm': 8.311784744262695, 'learning_rate': 9.88502212844063e-06, 'epoch': 35.33}
{'loss': 0.309, 'grad_norm': 11.757080078125, 'learning_rate': 9.7661328609298e-06, 'epoch': 35.43}
{'loss': 0.3055, 'grad_norm': 9.368231773376465, 'learning_rate': 9.64778908745437e-06, 'epoch': 35.52}
{'loss': 0.3071, 'grad_norm': 18.24015235900879, 'learning_rate': 9.52999504566604e-06, 'epoch': 35.62}
{'loss': 0.3152, 'grad_norm': 15.242172241210938, 'learning_rate': 9.412754953531663e-06, 'epoch': 35.71}
{'loss': 0.3161, 'grad_norm': 16.158279418945312, 'learning_rate': 9.29607300918234e-06, 'epoch': 35.81}
{'loss': 0.3307, 'grad_norm': 10.445250511169434, 'learning_rate': 9.179953390762977e-06, 'epoch': 35.9}
{'loss': 0.2947, 'grad_norm': 13.540990829467773, 'learning_rate': 9.064400256282757e-06, 'epoch': 36.0}
{'eval_loss': 0.7672687768936157, 'eval_map': 0.6186, 'eval_map_50': 0.8197, 'eval_map_75': 0.7147, 'eval_map_small': 0.8005, 'eval_map_medium': 0.4418, 'eval_map_large': 0.6438, 'eval_mar_1': 0.4707, 'eval_mar_10': 0.7616, 'eval_mar_100': 0.785, 'eval_mar_small': 0.8, 'eval_mar_medium': 0.5896, 'eval_mar_large': 0.8049, 'eval_map_Coverall': 0.7273, 'eval_mar_100_Coverall': 0.8363, 'eval_map_Face_Shield': 0.5763, 'eval_mar_100_Face_Shield': 0.7558, 'eval_map_Gloves': 0.6407, 'eval_mar_100_Gloves': 0.7787, 'eval_map_Goggles': 0.4563, 'eval_mar_100_Goggles': 0.7541, 'eval_map_Mask': 0.6926, 'eval_mar_100_Mask': 0.8, 'eval_runtime': 7.2645, 'eval_samples_per_second': 20.373, 'eval_steps_per_second': 2.615, 'epoch': 36.0}
{'loss': 0.3279, 'grad_norm': 10.887898445129395, 'learning_rate': 8.9494177434662e-06, 'epoch': 36.1}
{'loss': 0.2904, 'grad_norm': 11.448089599609375, 'learning_rate': 8.835009969605012e-06, 'epoch': 36.19}
{'loss': 0.3227, 'grad_norm': 12.147140502929688, 'learning_rate': 8.72118103141066e-06, 'epoch': 36.29}
{'loss': 0.3135, 'grad_norm': 39.95866394042969, 'learning_rate': 8.607935004867693e-06, 'epoch': 36.38}
{'loss': 0.2675, 'grad_norm': 14.363895416259766, 'learning_rate': 8.495275945087744e-06, 'epoch': 36.48}
{'loss': 0.3125, 'grad_norm': 11.053350448608398, 'learning_rate': 8.383207886164366e-06, 'epoch': 36.57}
{'loss': 0.3281, 'grad_norm': 12.928655624389648, 'learning_rate': 8.271734841028553e-06, 'epoch': 36.67}
{'loss': 0.3037, 'grad_norm': 10.585986137390137, 'learning_rate': 8.16086080130506e-06, 'epoch': 36.76}
{'loss': 0.3235, 'grad_norm': 11.349963188171387, 'learning_rate': 8.050589737169485e-06, 'epoch': 36.86}
{'loss': 0.3263, 'grad_norm': 11.171771049499512, 'learning_rate': 7.940925597206054e-06, 'epoch': 36.95}
{'eval_loss': 0.760356068611145, 'eval_map': 0.6193, 'eval_map_50': 0.8201, 'eval_map_75': 0.7263, 'eval_map_small': 0.7757, 'eval_map_medium': 0.4595, 'eval_map_large': 0.6453, 'eval_mar_1': 0.4669, 'eval_mar_10': 0.7652, 'eval_mar_100': 0.7904, 'eval_mar_small': 0.775, 'eval_mar_medium': 0.5993, 'eval_mar_large': 0.8103, 'eval_map_Coverall': 0.7341, 'eval_mar_100_Coverall': 0.8451, 'eval_map_Face_Shield': 0.55, 'eval_mar_100_Face_Shield': 0.7519, 'eval_map_Gloves': 0.6527, 'eval_mar_100_Gloves': 0.7855, 'eval_map_Goggles': 0.4623, 'eval_mar_100_Goggles': 0.7672, 'eval_map_Mask': 0.6975, 'eval_mar_100_Mask': 0.8023, 'eval_runtime': 7.1514, 'eval_samples_per_second': 20.695, 'eval_steps_per_second': 2.657, 'epoch': 37.0}
{'loss': 0.3791, 'grad_norm': 12.871334075927734, 'learning_rate': 7.831872308266305e-06, 'epoch': 37.05}
{'loss': 0.2776, 'grad_norm': 10.607464790344238, 'learning_rate': 7.723433775328384e-06, 'epoch': 37.14}
{'loss': 0.3236, 'grad_norm': 10.059908866882324, 'learning_rate': 7.615613881357314e-06, 'epoch': 37.24}
{'loss': 0.3116, 'grad_norm': 16.693758010864258, 'learning_rate': 7.508416487165862e-06, 'epoch': 37.33}
{'loss': 0.3285, 'grad_norm': 19.576684951782227, 'learning_rate': 7.401845431276378e-06, 'epoch': 37.43}
{'loss': 0.2999, 'grad_norm': 13.140812873840332, 'learning_rate': 7.2959045297832655e-06, 'epoch': 37.52}
{'loss': 0.3105, 'grad_norm': 8.987736701965332, 'learning_rate': 7.190597576216385e-06, 'epoch': 37.62}
{'loss': 0.2805, 'grad_norm': 9.998616218566895, 'learning_rate': 7.085928341405193e-06, 'epoch': 37.71}
{'loss': 0.2762, 'grad_norm': 44.379913330078125, 'learning_rate': 6.98190057334375e-06, 'epoch': 37.81}
{'loss': 0.3471, 'grad_norm': 8.682106018066406, 'learning_rate': 6.8785179970564575e-06, 'epoch': 37.9}
{'loss': 0.2972, 'grad_norm': 14.64098072052002, 'learning_rate': 6.775784314464717e-06, 'epoch': 38.0}
